Processed Iteration 50,episodic return 14.64, reward_pressure: 0.0
Processed Iteration 100,episodic return 30.2, reward_pressure: 0.0
Processed Iteration 150,episodic return 77.94, reward_pressure: 0.0
Processed Iteration 200,episodic return 185.88, reward_pressure: 0.0
Processed Iteration 250,episodic return 135.98, reward_pressure: 0.0
Processed Iteration 300,episodic return 1247.58, reward_pressure: 0.0
Processed Iteration 350,episodic return 2697.34, reward_pressure: 0.0
Processed Iteration 400,episodic return 3969.74, reward_pressure: 0.0
Processed Iteration 450,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 500,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 550,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 600,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 650,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 700,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 750,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 800,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 850,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 900,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 950,episodic return 5000.0, reward_pressure: 0.0
Processed Iteration 1000,episodic return 5000.0, reward_pressure: 0.0
